time_s,setpoint_deg,angle_deg,angular_rate_deg_s,control_torque_nm,wind_torque_nm
0.89,10.0,10.274497368701196,-6.447919841027126,-0.00014122606179561674,0.0
0.892,10.0,10.26180232097782,-6.347523861688809,-6.0448128589564616e-05,0.0
0.894,10.0,10.249312014628282,-6.245153174768251,1.7678115657536204e-05,0.0
0.896,10.0,10.237030094902916,-6.140959862683534,9.317573922371742e-05,0.0
0.898,10.0,10.22495991000032,-6.035092451297579,0.00016606924732738603,0.0
0.9,10.0,10.21310451819211,-5.927695904105878,0.0002363845134628552,0.0
0.902,10.0,10.201466694952884,-5.818911619611964,0.00030414871188366114,0.0
0.904,10.0,10.190048940089314,-5.7088774317861875,0.0003693902512513932,0.0
0.906,10.0,10.178853484862305,-5.597727613504241,0.0004321387094673489,0.0
0.908,10.0,10.16788229909658,-5.485592882862872,0.0004924247697020161,0.0
0.91,10.0,10.157137098272038,-5.3726004122712165,0.000550280157635571,0.0
0.912,10.0,10.146619350591603,-5.258873840217237,0.0006057375799228878,0.0
0.914,10.0,10.136330284020383,-5.144533285609898,0.000658830663892253,0.0
0.916,10.0,10.126270893291185,-5.029695364598854,0.0007095938984882011,0.0
0.918,10.0,10.116441946871635,-4.914473209774617,0.0007580625764660558,0.0
0.92,10.0,10.106843993888328,-4.798976491653454,0.0008042727378451905,0.0
0.922,10.0,10.097477371003624,-4.6833114423524895,0.0008482611146260663,0.0
0.924,10.0,10.0883422092409,-4.567580881361881,0.0008900650767752858,0.0
0.926,10.0,10.079438440754256,-4.451884243322228,0.000929722579481887,0.0
0.928,10.0,10.070765805538823,-4.3363176077168,0.0009672721116864545,0.0
0.93,10.0,10.062323858078042,-4.220973730389578,0.0010027526458833461,0.0
0.932,10.0,10.05411197392444,-4.105942076801519,0.0010362035891967603,0.0
0.934,10.0,10.046129356210562,-3.991308856938984,0.0010676647357275371,0.0
0.936,10.0,10.038375042086983,-3.8771570617896765,0.00109717622016994,0.0
0.9380000000000001,10.0,10.030847909084375,-3.763566501303051,0.0011247784726931625,0.0
0.9400000000000001,10.0,10.02354668139687,-3.650613843753583,0.0011505121750847844,0.0
0.9420000000000001,10.0,10.016469936084016,-3.538372656426935,0.001174418218149456,0.0
0.9440000000000001,10.0,10.009616109188913,-3.4269134475505343,0.0011965376603578395,0.0
0.9460000000000001,10.0,10.002983501770132,-3.3163037093917285,0.0012169116877374252,0.0
0.9480000000000001,10.0,9.996570285845236,-3.2066079624482335,0.001235581574998375,0.0
0.9500000000000001,10.0,9.99037451024392,-3.0978878006571824,0.001252588647885704,0.0
0.9520000000000001,10.0,9.984394106368818,-2.990201937550738,0.001267974246747522,0.0
0.9540000000000001,10.0,9.978626893862243,-2.8836062532878026,0.001281779691310166,0.0
0.9560000000000001,10.0,9.973070586177258,-2.778153842493002,0.0012940462466492096,0.0
0.9580000000000001,10.0,9.967722796051586,-2.673895062835727,0.0013048150903447145,0.0
0.96,10.0,9.962581040883018,-2.570877584283667,0.0013141272808090286,0.0
0.962,10.0,9.957642748005084,-2.4691464389668916,0.0013220237267738207,0.0
0.964,10.0,9.952905259861904,-2.3687440715901293,0.001328545157924496,0.0
0.966,10.0,9.948365839081239,-2.269710390332577,0.0013337320966667308,0.0
0.968,10.0,9.944021673444887,-2.172082818176128,0.0013376248310123806,0.0
0.97,10.0,9.939869880755678,-2.0758963446045815,0.0013402633885690805,0.0
0.972,10.0,9.93590751360044,-1.981183577617972,0.0013416875116188574,0.0
0.974,10.0,9.932131564008424,-1.8879747960077689,0.0013419366332705002,0.0
0.976,10.0,9.928538968004744,-1.7962980018403025,0.0013410498546692034,0.0
0.978,10.0,9.92512661005855,-1.7061789730973433,0.0013390659232478863,0.0
0.98,10.0,9.921891327425701,-1.6176413164243444,0.0013360232120033142,0.0
0.982,10.0,9.918829914385825,-1.5307065199384244,0.0013319596997801216,0.0
0.984,10.0,9.915939126373726,-1.4453940060497341,0.0013269129525454036,0.0
0.986,10.0,9.913215684005221,-1.3617211842513552,0.0013209201056370657,0.0
0.988,10.0,9.910656276997553,-1.2797035038344358,0.0013140178469678034,0.0
0.99,10.0,9.908257567984581,-1.1993545064867719,0.001306242401166781,0.0
0.992,10.0,9.906016196227112,-1.1206858787345375,0.0012976295146413254,0.0
0.994,10.0,9.903928781218735,-1.04370750418834,0.0012882144415402098,0.0
0.996,10.0,9.901991926187621,-0.9684275155562577,0.0012780319305999873,0.0
0.998,10.0,9.900202221494846,-0.8948523463879491,0.0012671162128562,0.0
1.0,10.0,9.898556247929815,-0.822986782515343,0.0012555009902007494,0.0
1.002,10.0,9.897050579903501,-0.7528340131568467,0.0012432194247666937,0.0
1.004,10.0,9.895681788540195,-0.6843956816533867,0.0012303041291216379,0.0
1.006,10.0,9.894446444668583,-0.6176719358059733,0.001216787157250921,0.0
1.008,10.0,9.893341121713012,-0.5526614777858095,0.0012026999963121406,0.0
1.01,10.0,9.892362398485833,-0.4893616135893255,0.0011880735591414035,0.0
1.012,10.0,9.891506861881808,-0.4277683020117951,0.0011729381774931906,0.0
1.014,10.0,9.89077110947558,-0.36787620311450386,0.0011573235959943208,0.0
1.016,10.0,9.890151752023257,-0.3096787261616754,0.0011412589667937967,0.0
1.018,10.0,9.889645415869248,-0.25316807700461147,0.0011247728448895912,0.0
1.02,10.0,9.889248745259463,-0.19833530489174878,0.0011078931841130171,0.0
1.022,10.0,9.888958404562095,-0.14517034868448345,0.001090647333753064,0.0
1.024,10.0,9.888771080397175,-0.09366208245982582,0.001073062035801332,0.0
1.026,10.0,9.88868348367621,-0.04379836048207047,0.001055163422799644,0.0
1.028,10.0,9.888692351553155,0.004433938473197387,0.0010369770162718065,0.0
1.03,10.0,9.888794449288072,0.05104886745831381,0.0010185277257207883,0.0
1.032,10.0,9.888986572024812,0.09606136837048934,0.0009998398481742524,0.0
1.034,10.0,9.889265546484133,0.13948722965992963,0.0009809370682595775,0.0
1.036,10.0,9.889628232573616,0.18134304474154536,0.000961842458791142,0.0
1.038,10.0,9.890071524915857,0.22164617112165508,0.000942578481852,0.0
1.04,10.0,9.890592354296357,0.26041469025009184,0.0009231669903522629,0.0
1.042,10.0,9.891187689032572,0.2976673681071989,0.0009036292300476349,0.0
1.044,10.0,9.89185453626564,0.3334236165342331,0.0008839858420003184,0.0
1.046,10.0,9.89258994317627,0.3677034553147952,0.0008642568654656473,0.0
1.048,10.0,9.893390998126298,0.4005274750140404,0.0008444617411881947,0.0
1.05,10.0,9.894254831727462,0.4319168005815122,0.0008246193150899123,0.0
1.052,10.0,9.895178617838907,0.4618930557226501,0.0008047478423349597,0.0
1.054,10.0,9.896159574494993,0.49047832804321095,0.0007848649917553915,0.0
1.056,10.0,9.897194964764934,0.5176951349699895,0.0007649878506204742,0.0
1.058,10.0,9.898282097545835,0.5435663904505411,0.0007451329297359729,0.0
1.06,10.0,9.899418328290702,0.5681153724338108,0.0007253161688568896,0.0
1.062,10.0,9.900601059672967,0.5913656911328555,0.0007055529423986942,0.0
1.064,10.0,9.901827742189107,0.6133412580701885,0.0006858580654330875,0.0
1.066,10.0,9.90309587470092,0.6340662559055366,0.0006662457999523825,0.0
1.068,10.0,9.904403004919011,0.6535651090452276,0.0006467298613899445,0.0
1.07,10.0,9.905746729829076,0.6718624550317218,0.0006273234253810156,0.0
1.072,10.0,9.907124696062498,0.6889831167112372,0.0006080391347511763,0.0
1.074,10.0,9.908534600212851,0.7049520751768291,0.0005888891067187679,0.0
1.076,10.0,9.909974189099819,0.7197944434836991,0.000569884940297719,0.0
1.078,10.0,9.911441259982084,0.7335354411330113,0.0005510377238886383,0.0
1.08,10.0,9.912933660720723,0.7462003693199117,0.0005323580430443635,0.0
1.082,10.0,9.914449289894605,0.7578145869410096,0.0005138559883987283,0.0
1.084,10.0,9.915986096869316,0.7684034873560576,0.0004955411637457042,0.0
1.086,10.0,9.917542081821114,0.7779924758981301,0.0004774226942573686,0.0
1.088,10.0,9.919115295717367,0.7866069481261456,0.0004595092348289014,0.0
1.09,10.0,9.920703840254992,0.7942722688131888,0.0004418089785399823,0.0
1.092,10.0,9.92230586775832,0.8010137516636547,0.000424329665220717,0.0
1.094,10.0,9.923919581037824,0.8068566397518787,0.0004070785901119929,0.0
1.096,10.0,9.925543233211172,0.811826086674552,0.00039006261260964616,0.0
1.098,10.0,9.92717512748799,0.8159471384088929,0.000373288165082623,0.0
1.1,10.0,9.928813616919728,0.8192447158681709,0.0003567612617541612,0.0
1.102,10.0,9.93045710411602,0.8217435981459497,0.00034048750763802054,0.0
1.104,10.0,9.9321040409289,0.8234684064400696,0.0003244721075192637,0.0
1.106,10.0,9.933752928106193,0.8244435886471182,0.00030871987497043047,0.0
1.108,10.0,9.935402314915429,0.8246934046179477,0.00029323524139580236,0.0
1.11,10.0,9.937050798739559,0.8242419120644605,0.0002780222650930643,0.0
1.112,10.0,9.938697024645775,0.8231129531077522,0.0002630846403261176,0.0
1.114,10.0,9.940339684928688,0.8213301414574505,0.00024842570640003204,0.0
1.116,10.0,9.94197751862911,0.8189168502118922,0.00023404845673037915,0.0
1.118,10.0,9.943609311029649,0.815896200268628,0.00021995554789999868,0.0
1.12,10.0,9.945233893128318,0.8122910493345786,0.00020614930869583407,0.0
1.122,10.0,9.946850141091367,0.8081239815250147,0.00019263174911891498,0.0
1.124,10.0,9.94845697568645,0.8034172975403852,0.00017940456936040385,0.0
1.1260000000000001,10.0,9.950053361697268,0.7981930054099288,0.0001664691687379786,0.0
1.1280000000000001,10.0,9.95163830732085,0.7924728117908945,0.00015382665458619528,0.0
1.1300000000000001,10.0,9.953210863548476,0.7862781138120636,0.00014147785109422205,0.0
1.1320000000000001,10.0,9.954770123531375,0.7796299914502411,0.00012942330808624639,0.0
1.1340000000000001,10.0,9.956315221932233,0.7725492004282946,0.00011766330973876068,0.0
1.1360000000000001,10.0,9.95784533426348,0.7650561656232312,0.00010619788322885901,0.0
1.1380000000000001,10.0,9.959359676213426,0.7571709749728199,9.502680730972993e-05,0.0
1.1400000000000001,10.0,9.960857502961163,0.7489133738691823,8.414962080773302e-05,0.0
1.1420000000000001,10.0,9.96233810848122,0.7403027600277681,7.356563103663651e-05,0.0
1.1440000000000001,10.0,9.96380082483886,0.7313581788201381,6.327392212527726e-05,0.0
1.1460000000000001,10.0,9.965245021476978,0.7220983190589465,5.327336325385717e-05,0.0
1.1480000000000001,10.0,9.966670104495424,0.7125415092235331,4.356261679522717e-05,0.0
1.1500000000000001,10.0,9.968075515923653,0.7027057141145732,3.414014635797082e-05,0.0
1.1520000000000001,10.0,9.969460732987507,0.692608531926222,2.500422472697739e-05,0.0
1.154,10.0,9.970825267370953,0.6822671917242565,1.6152941698897427e-05,0.0
1.156,10.0,9.97216866447359,0.6716985513187508,7.584211809245423e-06,0.0
1.158,10.0,9.97349050266463,0.6609190955198668,-7.042180518870107e-07,0.0
1.16,10.0,9.97479039253416,0.6499449347654159,-8.714761137899153e-06,0.0
1.162,10.0,9.976067976142378,0.6387918041089063,-1.644998346018531e-05,0.0
1.164,10.0,9.977322926267492,0.6274750625568575,-2.3912596521530425e-05,0.0
1.166,10.0,9.97855494565298,0.6160096927442663,-3.1105450170109246e-05,0.0
1.168,10.0,9.979763766254855,0.6044103009371704,-3.803152557662674e-05,0.0
1.17,10.0,9.980949148489557,0.5926911173513811,-4.4693928335653955e-05,0.0
1.172,10.0,9.982110880483111,0.5808659967765146,-5.1095881693818403e-05,0.0
1.174,10.0,9.9832487773221,0.5689484194946166,-5.724071990491659e-05,0.0
1.176,10.0,9.984362680307065,0.5569514924827191,-6.31318817148404e-05,0.0
1.178,10.0,9.985452456208844,0.5448879508888481,-6.87729039760203e-05,0.0
1.18,10.0,9.986517996528386,0.5327701597710671,-7.41674153936405e-05,0.0
1.182,10.0,9.987559216760564,0.520610116089325,-7.931913040329255e-05,0.0
1.184,10.0,9.988576055662445,0.5084194509399454,-8.423184318202378e-05,0.0
1.186,10.0,9.98956847452649,0.49620943202278806,-8.890942179231196e-05,0.0
1.188,10.0,9.990536456459154,0.48399096633121075,-9.33558024600148e-05,0.0
1.19,10.0,9.991480005665263,0.4717746030551135,-9.757498398675082e-05,0.0
1.192,10.0,9.992399146738638,0.4595705366875258,-0.00010157102229586777,0.0
1.194,10.0,9.993293923959289,0.44738861032527,-0.00010534802511397986,0.0
1.196,10.0,9.9941644005976,0.4352383191544805,-0.00010891014678588432,0.0
1.198,10.0,9.995010658225823,0.4231288141118347,-0.00011226158322445156,0.0
1.2,10.0,9.995832796037249,0.4110689057125572,-0.00011540656699417687,0.0
1.202,10.0,9.996630930173321,0.3990670680363859,-0.00011834936252878262,0.0
1.204,10.0,9.997405193059047,0.3871314428628907,-0.00012109426148146127,0.0
1.206,10.0,9.998155732746941,0.3752698439476415,-0.00012364557820853197,0.0
1.208,10.0,9.998882712269804,0.3634897614309566,-0.0001260076453843307,0.0
1.21,10.0,9.999586309002545,0.35179836637105144,-0.00012818480974825366,0.0
1.212,10.0,10.000266714033332,0.3402025153936517,-0.00013018142798154283,0.0
1.214,10.0,10.000924131544233,0.32870875545024547,-0.0001320018627141259,0.0
1.216,10.0,10.001558778201586,0.31732332867735685,-0.00013365047865973134,0.0
1.218,10.0,10.002170882556285,0.3060521773493645,-0.0001351316388788368,0.0
1.22,10.0,10.002760684454119,0.29490094891757984,-0.00013644970116792713,0.0
1.222,10.0,10.003328434456376,0.2838750011284699,-0.00013760901457384947,0.0
1.224,10.0,10.003874393270804,0.272979407214067,-0.0001386139160323465,0.0
1.226,10.0,10.004398831193098,0.26221896114780496,-0.00013946872712887346,0.0
1.228,10.0,10.004902027559018,0.25159818295914566,-0.00014017775098136537,0.0
1.23,10.0,10.005384270207218,0.24112132410059553,-0.0001407452692421002,0.0
1.232,10.0,10.00584585495294,0.23079237286084686,-0.00014117553921798103,0.0
1.234,10.0,10.006287085072575,0.2206150598179199,-0.0001414727911083044,0.0
1.236,10.0,10.00670827079923,0.21059286332642432,-0.00014164122535688766,0.0
1.238,10.0,10.007109728829295,0.20072901503317198,-0.00014168501011812607,0.0
1.24,10.0,10.007491781840127,0.19102650541555616,-0.00014160827883498412,0.0
1.242,10.0,10.007854758018802,0.18148808933727226,-0.00014141512792741927,0.0
1.244,10.0,10.008198990602033,0.1721162916161582,-0.0001411096145886462,0.0
1.246,10.0,10.008524817427231,0.16291341259905714,-0.0001406957546883984,0.0
1.248,10.0,10.008832580494708,0.1538815337387625,-0.00014017752078149669,0.0
1.25,10.0,10.009122625541044,0.14502252316832678,-0.00013955884021865243,0.0
1.252,10.0,10.009395301623579,0.13633804126811921,-0.00013884359335885325,0.0
1.254,10.0,10.009650960716023,0.12782954622118714,-0.00013803561188127113,0.0
1.256,10.0,10.009889957315128,0.11949829955266181,-0.00013713867719416964,0.0
1.258,10.0,10.010112648058426,0.11134537164909332,-0.0001361565189391677,0.0
1.26,10.0,10.010319391352935,0.10337164725371428,-0.00013509281358977933,0.0
1.262,10.0,10.010510547014801,0.09557783093386277,-0.00013395118314059605,0.0
1.264,10.0,10.010686475919835,0.08796445251687714,-0.00013273519388663356,0.0
1.266,10.0,10.010847539664816,0.08053187249094455,-0.00013144835529043677,0.0
1.268,10.0,10.01099410023955,0.07328028736756212,-0.00013009411893431404,0.0
1.27,10.0,10.011126519709556,0.06620973500236521,-0.0001286758775567667,0.0
1.272,10.0,10.011245159909297,0.059320099871258844,-0.00012719696417031238,0.0
1.274,10.0,10.011350382145896,0.0526111182989189,-0.0001256606512588911,0.0
1.276,10.0,10.01144254691317,0.046082383636835415,-0.0001240701500535977,0.0
1.278,10.0,10.011522013615947,0.03973335138826877,-0.00012242860988338506,0.0
1.28,10.0,10.011589140304501,0.033563344277570274,-0.00012073911759989573,0.0
1.282,10.0,10.011644283419024,0.027571557261479897,-0.00011900469707379951,0.0
1.284,10.0,10.011687797543983,0.02175706248010694,-0.00011722830876143292,0.0
1.286,10.0,10.011720035172276,0.016118814145490854,-0.00011541284933837234,0.0
1.288,10.0,10.011741346479006,0.010655653365681129,-0.00011356115139975878,0.0
1.29,10.0,10.011752079104811,0.005366312902481586,-0.00011167598322359548,0.0
1.292,10.0,10.011752577948533,0.00024942186103688426,-0.00010976004859695344,0.0
1.294,10.0,10.011743184969152,-0.004696489690361661,-0.00010781598670137578,0.0
1.296,10.0,10.011724238996809,-0.009472986171813658,-0.00010584637205673263,0.0
1.298,10.0,10.011696075552775,-0.014081722016128184,-0.0001038537145213424,0.0
1.3,10.0,10.011659026678242,-0.01852443726725322,-0.00010184045934651353,0.0
1.302,10.0,10.011613420771734,-0.02280295325401449,-9.980898728310197e-05,0.0
1.304,10.0,10.011559582435053,-0.0269191683402991,-9.776161473912929e-05,0.0
1.306,10.0,10.01149783232755,-0.0308750537526888,-9.570059398600412e-05,0.0
1.308,10.0,10.011428487028576,-0.03467264948646473,-9.362811341189303e-05,0.0
1.31,10.0,10.011351858907995,-0.03831406029078913,-9.154629782001944e-05,0.0
1.312,10.0,10.011268256004525,-0.04180145173380171,-8.945720877069476e-05,0.0
1.314,10.0,10.01117798191183,-0.04513704634825088,-8.736284496477764e-05,0.0
1.316,10.0,10.011081335672115,-0.048323119858224656,-8.526514266756376e-05,0.0
1.318,10.0,10.010978611677139,-0.05136199748740474,-8.316597617022733e-05,0.0
1.32,10.0,10.010870099576442,-0.05425605034925211,-8.106715828862682e-05,0.0
1.322,10.0,10.010756084192602,-0.05700769191940131,-7.897044089675802e-05,0.0
1.324,10.0,10.01063684544342,-0.05961937459047147,-7.687751549344024e-05,0.0
1.326,10.0,10.010512658270802,-0.06209358630945021,-7.479001380118083e-05,0.0
1.328,10.0,10.010383792576206,-0.06443284729769032,-7.270950839473145e-05,0.0
1.33,10.0,10.0102505131625,-0.06663970685352599,-7.06375133586289e-05,0.0
1.332,10.0,10.010113079682025,-0.06871674023742547,-6.857548497176354e-05,0.0
1.334,10.0,10.009971746590747,-0.07066654563954321,-6.652482241777292e-05,0.0
1.336,10.0,10.009826763108286,-0.07249174122945894,-6.448686851955458e-05,0.0
1.338,10.0,10.00967837318371,-0.07419496228782281,-6.246291049634569e-05,0.0
1.34,10.0,10.00952681546687,-0.07577885841959768,-6.0454180742652643e-05,0.0
1.342,10.0,10.009372323285174,-0.07724609084848813,-5.846185762670689e-05,0.0
1.344,10.0,10.009215124625587,-0.07859932979212933,-5.64870663079517e-05,0.0
1.346,10.0,10.009055442121753,-0.07984125191752976,-5.453087957167494e-05,0.0
1.348,10.0,10.008893493046001,-0.08097453787622924,-5.259431867991078e-05,0.0
1.35,10.0,10.008729489306164,-0.08200186991856771,-5.067835423697604e-05,0.0
1.352,10.0,10.008563637446992,-0.08292592958642601,-4.8783907068688014e-05,0.0
1.354,10.0,10.008396138656025,-0.08374939548376191,-4.691184911420329e-05,0.0
1.356,10.0,10.008227188773777,-0.08447494112418945,-4.506300432861967e-05,0.0
1.358,10.0,10.008056978308067,-0.08510523285485694,-4.3238149596210726e-05,0.0
1.36,10.0,10.007885692452357,-0.08564292785580015,-4.143801565234009e-05,0.0
1.362,10.0,10.007713511107928,-0.08609067221393152,-3.966328801341008e-05,0.0
1.364,10.0,10.007540608909787,-0.08645109907078594,-3.7914607913670984e-05,0.0
1.366,10.0,10.007367155256102,-0.08672682684311785,-3.6192573248037006e-05,0.0
1.368,10.0,10.00719331434107,-0.08692045751539078,-3.449773951940399e-05,0.0
1.37,10.0,10.007019245191064,-0.08703457500320998,-3.28306207903551e-05,0.0
1.372,10.0,10.006845101703892,-0.08707174358668848,-3.119169063760248e-05,0.0
1.374,10.0,10.006671032691067,-0.08703450641272273,-2.9581383108498908e-05,0.0
1.3760000000000001,10.0,10.006497181922937,-0.08692538406512841,-2.8000093678719248e-05,0.0
1.3780000000000001,10.0,10.006323688176533,-0.08674687320157622,-2.6448180210486824e-05,0.0
1.3800000000000001,10.0,10.00615068528602,-0.08650144525623986,-2.4925963910395918e-05,0.0
1.3820000000000001,10.0,10.005978302195606,-0.08619154520703613,-2.3433730285728402e-05,0.0
1.3840000000000001,10.0,10.005806663014793,-0.08581959040633147,-2.1971730098766675e-05,0.0
1.3860000000000001,10.0,10.005635887075846,-0.08538796947399413,-2.0540180318800547e-05,0.0
1.3880000000000001,10.0,10.005466088993343,-0.08489904125161186,-1.9139265070155435e-05,0.0
1.3900000000000001,10.0,10.005297378725707,-0.08435513381672148,-1.776913657640002e-05,0.0
1.3920000000000001,10.0,10.005129861638595,-0.08375854355586686,-1.6429916099687728e-05,0.0
1.3940000000000001,10.0,10.004963638570006,-0.08311153429530156,-1.5121694874801247e-05,0.0
1.3960000000000001,10.0,10.00479880589703,-0.08241633648813165,-1.3844535037044344e-05,0.0
1.3980000000000001,10.0,10.004635455604115,-0.08167514645668435,-1.2598470543343978e-05,0.0
1.4000000000000001,10.0,10.004473675352736,-0.08089012568891532,-1.1383508086725327e-05,0.0
1.4020000000000001,10.0,10.00431354855236,-0.08006340018762305,-1.0199628002784051e-05,0.0
1.4040000000000001,10.0,10.004155154432619,-0.079197059871249,-9.046785167946476e-06,0.0
1.4060000000000001,10.0,10.00399856811657,-0.07829315802504358,-7.924909889122398e-06,0.0
1.408,10.0,10.003843860694968,-0.07735371080137345,-6.833908784220393e-06,0.0
1.41,10.0,10.003691099301433,-0.07638069676795249,-5.773665653256904e-06,0.0
1.412,10.0,10.003540347188427,-0.07537605650276691,-4.744042339366334e-06,0.0
1.414,10.0,10.003391663803958,-0.07434169223446686,-3.744879579329219e-06,0.0
1.416,10.0,10.003245104868904,-0.07327946752702673,-2.775997843835134e-06,0.0
1.418,10.0,10.00310072245489,-0.07219120700742324,-1.8371981659161339e-06,0.0
1.42,10.0,10.002958565062618,-0.0710786961351568,-9.282629587625818e-07,0.0
1.422,10.0,10.002818677700594,-0.06994368101238614,-4.895682131671392e-08,0.0
1.424,10.0,10.002681101964127,-0.06878786823349216,8.009726677912902e-07,0.0
1.426,10.0,10.002545876114581,-0.06761292477286751,1.621794168796362e-06,0.0
1.428,10.0,10.002413035158762,-0.06642047790974397,2.413791811934676e-06,0.0
1.43,10.0,10.002282610928384,-0.06521211518890509,3.1772644407806982e-06,0.0
1.432,10.0,10.00215463215955,-0.06398938441607885,3.912524869366857e-06,0.0
1.434,10.0,10.002029124572177,-0.06275379368689628,4.619899151493361e-06,0.0
1.436,10.0,10.001906110949282,-0.061506811448237005,5.29972586404589e-06,0.0
1.438,10.0,10.0017856112161,-0.0602498665908381,5.9523554035253214e-06,0.0
1.44,10.0,10.001667642518957,-0.058984348572039866,6.578149296231611e-06,0.0
1.442,10.0,10.001552219303822,-0.0577116075675635,7.1774795220433456e-06,0.0
1.444,10.0,10.001439353394519,-0.05643295465121601,7.750727852156925e-06,0.0
1.446,10.0,10.001329054070515,-0.05514966200143755,8.298285200748425e-06,0.0
1.448,10.0,10.001221328144249,-0.05386296313362696,8.820550990480858e-06,0.0
1.45,10.0,10.001116180037936,-0.05257405315716665,9.31793253255128e-06,0.0
1.452,10.0,10.001013611859824,-0.0512840890561336,9.790844420222825e-06,0.0
1.454,10.0,10.000913623479837,-0.04999418999264432,1.0239707937038735e-05,0.0
1.456,10.0,10.000816212604573,-0.04870543763183842,1.0664950478856318e-05,0.0
1.458,10.0,10.000721374851597,-0.04741887648749673,1.10670049902291e-05,0.0
1.46,10.0,10.000629103823023,-0.046135514287303635,1.144630941519319e-05,0.0
1.462,10.0,10.00053939117831,-0.044856322356809614,1.1803306161792172e-05,0.0
1.464,10.0,10.000452226706267,-0.043582236021130434,1.2138441581093876e-05,0.0
1.466,10.0,10.00036759839622,-0.04231415502344988,1.2452165460375285e-05,0.0
1.468,10.0,10.000285492508302,-0.04105294395943563,1.2744930529867179e-05,0.0
1.47,10.0,10.000205893642848,-0.03979943272663965,1.3017191984201388e-05,0.0
1.472,10.0,10.000128784808872,-0.0385544169880207,1.3269407017445297e-05,0.0
1.474,10.0,10.000054147491575,-0.037318658648734473,1.3502034371846414e-05,0.0
1.476,10.0,9.999981961718884,-0.03609288634533092,1.3715533900718071e-05,0.0
1.478,10.0,9.999912206126991,-0.034877795946531016,1.3910366145054021e-05,0.0
1.48,10.0,9.999844858024861,-0.033674051064800384,1.4086991923172637e-05,0.0
1.482,10.0,9.999779893457706,-0.03248228357789759,1.424587193453088e-05,0.0
1.484,10.0,9.999717287269386,-0.03130309415964437,1.4387466376478033e-05,0.0
1.486,10.0,9.999657013163748,-0.03013705281915597,1.4512234574411506e-05,0.0
1.488,10.0,9.999599043764851,-0.028984699447800584,1.4620634624926322e-05,0.0
1.49,10.0,9.999543350676106,-0.027846544373160306,1.4713123052141333e-05,0.0
1.492,10.0,9.999489904538267,-0.02672306891931041,1.479015447648589e-05,0.0
1.494,10.0,9.99943867508632,-0.025614725972706254,1.4852181296786187e-05,0.0
1.496,10.0,9.999389631205215,-0.024521940553054483,1.4899653383992556e-05,0.0
1.498,10.0,9.999342740984437,-0.023445110388488264,1.4933017788008767e-05,0.0
1.5,10.0,9.99929797177145,-0.02238460649442762,1.4952718456521252e-05,0.0
1.502,10.0,9.999255290223937,-0.02134077375553252,1.4959195965465902e-05,0.0
1.504,10.0,9.999214662360917,-0.02031393151012803,1.4952887261955198e-05,0.0
1.506,10.0,9.999176053612643,-0.019304374136551707,1.4934225418339381e-05,0.0
1.508,10.0,9.999139428869361,-0.018312371640857583,1.4903639397935813e-05,0.0
1.51,10.0,9.999104752528872,-0.01733817024533386,1.4861553832129631e-05,0.0
1.512,10.0,9.999071988542918,-0.016381992977313846,1.4808388808544112e-05,0.0
1.514,10.0,9.999041100462401,-0.015444040257778154,1.4744559670061644e-05,0.0
1.516,10.0,9.999012051481424,-0.014524490489261372,1.4670476824536281e-05,0.0
1.518,10.0,9.99898480448014,-0.013623500642597841,1.4586545564902525e-05,0.0
1.52,10.0,9.998959322066455,-0.012741206842029928,1.4493165900087491e-05,0.0
1.522,10.0,9.99893556661656,-0.011877724948273612,1.4390732395333477e-05,0.0
1.524,10.0,9.99891350031428,-0.011033151139088601,1.4279634023112972e-05,0.0
1.526,10.0,9.998893085189307,-0.010207562486977316,1.4160254023109796e-05,0.0
1.528,10.0,9.99887428315424,-0.009401017533601947,1.4032969772164126e-05,0.0
1.53,10.0,9.998857056040519,-0.00861355686055848,1.389815266324239e-05,0.0
1.532,10.0,9.998841365633208,-0.007845203656140127,1.3756167993696782e-05,0.0
1.534,10.0,9.998827173704653,-0.0070959642777609225,1.360737486210806e-05,0.0
1.536,10.0,9.998814442047033,-0.00636582880969956,1.345212607405927e-05,0.0
1.538,10.0,9.998803132503802,-0.005654771615862706,1.3290768056104426e-05,0.0
1.54,10.0,9.998793207000027,-0.004962751887265331,1.3123640778074691e-05,0.0
1.542,10.0,9.99878462757166,-0.004289714183930305,1.2951077683724432e-05,0.0
1.544,10.0,9.998777356393719,-0.003635588970968442,1.277340562853529e-05,0.0
1.546,10.0,9.998771355807422,-0.003000293148559819,1.2590944825642715e-05,0.0
1.548,10.0,9.998766588346271,-0.002383730575598861,1.2404008799072687e-05,0.0
1.55,10.0,9.998763016761098,-0.001785792586786437,1.2212904343919074e-05,0.0
1.552,10.0,9.998760604044092,-0.0012063585029409027,1.2017931493784225e-05,0.0
1.554,10.0,9.998759313451824,-0.0006452961343305048,1.181938349489694e-05,0.0
1.556,10.0,9.99875910852727,-0.0001024622768378633,1.1617546786796176e-05,0.0
1.558,10.0,9.998759953120869,0.0004222967992163896,1.1412700989289346e-05,0.0
1.56,10.0,9.998761811410604,0.0009291448677618901,1.1205118895705303e-05,0.0
1.562,10.0,9.998764647921151,0.0014182552733300543,1.0995066472070631e-05,0.0
1.564,10.0,9.998768427542082,0.001889810465211669,1.0782802862077394e-05,0.0
1.566,10.0,9.998773115545161,0.0023440015395428176,1.0568580397442846e-05,0.0
